,Unnamed: 0.1,specfile,id,OBJECT,cgm_name_x,gal_ra,gal_dec,z,OII_flux,OII_flux_sig,OII_LQ,Hbeta_flux,Hbeta_flux_sig,Hbeta_LQ,OIII_flux,OIII_flux_sig,OIII_LQ,Halpha_flux,Halpha_flux_sig,Halpha_LQ,NII_flux,NII_flux_sig,NII_LQ,SIIa_flux,SIIa_flux_sig,SIIa_LQ,SIIb_flux,SIIb_flux_sig,SIIb_LQ,Comment,Unnamed: 30,properSFR,properSFR_flag,abssys_name,RA,DEC,comp_name,Z,ion,Ej,vmin,vmax,ion_name,flag_N,logN,sig_logN,comment,reliability,z_sys,cgm_name_y,rho_impact,gal_ra_y,gal_dec_y,specfile_y,z_y,ZQ,gal_type,SLIT_ID,RA_2,DEC_2,OBJECT_y,MASKNAME,DATE-OBS,GEMPRGID,INSTRUME,DETECTOR,GRATING,zQSO,RA_QSO,DEC_QSO,rho,rho_comoving,qso_angsep,bayes.sfh.age,bayes.sfh.age_err,bayes.stellar.metallicity,bayes.stellar.metallicity_err,bayes.sfh.sfr,bayes.sfh.sfr_err,bayes.stellar.m_star,bayes.stellar.m_star_err,bayes.BASS_g,bayes.BASS_g_err,bayes.BASS_r,bayes.BASS_r_err,dered_g,dered_g_sig,dered_r,dered_r_sig,dered_z,dered_z_sig,bayes.MzLS_z,bayes.MzLS_z_err,best.chi_square,best.reduced_chi_square,best.agn.fracAGN_dale2014,best.attenuation.BASS_g,best.attenuation.BASS_r,best.attenuation.DES_g,best.attenuation.DES_r,best.attenuation.E_BVs.nebular.continuum_old,best.attenuation.E_BVs.nebular.continuum_young,best.attenuation.E_BVs.nebular.lines_old,best.attenuation.E_BVs.nebular.lines_young,best.attenuation.E_BVs.stellar.old,best.attenuation.E_BVs.stellar.young,best.attenuation.ebvs_old_factor,best.attenuation.powerlaw_slope,best.attenuation.uv_bump_amplitude,best.attenuation.uv_bump_wavelength,best.attenuation.uv_bump_width,best.dust.alpha,best.nebular.f_dust,best.nebular.f_esc,best.nebular.lines_width,best.nebular.logU,best.param.EW(486.1/1.0),best.param.EW(500.7/1.0),best.param.EW(656.3/1.0),best.param.restframe_FUV-NUV,best.param.restframe_NUV-r_prime,best.sfh.age,best.sfh.age_burst,best.sfh.age_main,best.sfh.f_burst,best.sfh.tau_burst,best.sfh.tau_main,best.stellar.age_m_star,best.stellar.imf,best.stellar.metallicity,best.stellar.old_young_separation_age,best.universe.age,best.universe.luminosity_distance,best.universe.redshift,best.attenuation.nebular.continuum_old,best.attenuation.nebular.continuum_young,best.attenuation.nebular.lines_old,best.attenuation.nebular.lines_young,best.attenuation.stellar.old,best.attenuation.stellar.young,best.dust.luminosity,best.param.restframe_Lnu(BASS_g),best.param.restframe_Lnu(BASS_r),best.param.restframe_Lnu(DES_g),best.param.restframe_Lnu(DES_r),best.param.restframe_Lnu(DES_z),best.param.restframe_Lnu(MzLS_z),best.sfh.integrated,best.sfh.sfr,best.sfh.sfr100Myrs,best.sfh.sfr10Myrs,best.stellar.lum,best.stellar.lum_ly,best.stellar.lum_ly_old,best.stellar.lum_ly_young,best.stellar.lum_old,best.stellar.lum_young,best.stellar.m_gas,best.stellar.m_gas_old,best.stellar.m_gas_young,best.stellar.m_star,best.stellar.m_star_old,best.stellar.m_star_young,best.stellar.n_ly,best.stellar.n_ly_old,best.stellar.n_ly_young,best.DES_g,best.DES_r,best.DES_z,best.BASS_g,best.BASS_r,best.MzLS_z,survey,mstars,SFR,match_ang_separation,logmhalo,rvir,rho_rvir,sSFR,log_SFR,SSFR,O3HB,N2,O3N2,R23,Z_N2,Z_N2flag,Z_R23,Z_R23flag,S2,logN2,logO3HB,galdiff,QSOdiff
286,Sam,J101620.89+470621.3.fits,J101620.89+470621.3._14,J1016+4706,J1016+4706_219_28,154.0870361,47.10593033,0.1632,-99.0,-99.0,0,6e-17,6.03e-18,1.0,4.83e-17,5.27e-18,1.0,1.08e-16,2.3699999999999997e-18,1.0,5.2400000000000005e-17,2.57e-18,1.0,6.7e-17,2.61e-18,1,5.77e-17,2.7999999999999997e-18,1,,,0.06247417270535813,1.0,b'J101622.6032+470643.344_z0.165490',154.09418,47.11204,b'HI_z0.16382',1,1,0.0,123.57138475016168,865.7639112119545,b'HI',2,15.448194969946735,0.2724313968688831,b'',b'none',0.1632,b'J1016+4706_219_28',81.33487067944813,154.0870361328125,47.10593032836914,b'J101620.89+470621.3.fits',0.1632,4,b'SF+E',682,154.08704,47.10593,b'J1016+4706',b'GN2014BLP003-14',b'2015-01-19',b'GN-2014B-LP-3',b'GMOS-N',b'GMOS + e2v DD CCD42-90',b'R400+_G5305',0.8220000000000001,154.09418,47.11204,81.34487819869554,94.62036232072266,28.113137189348134,8295.612721871901,2140.314287129069,0.028749408403952632,0.01960345601454519,0.08679454251631967,0.6011409375779407,6476850698.467963,2439437151.587045,0.00038257566478352653,8.916457214162893e-05,0.0026870256562293447,0.0001289440435732175,24.850097754104016,26.47096008002893,22.806678250918843,26.149463904005515,21.138008812477587,24.160767759532913,0.01290097387690367,0.000810641624464628,1.5298426538103425,0.7649213269051712,0.0,2.891620614185761,1.941445386839042,2.861257737576527,1.9318507987710347,0.8712,1.98,0.8712,1.98,0.8712,1.98,0.44,-0.38,1.3,217.5,35.6,1.0,0.0,0.0,300.0,-2.0,0.09086998504837858,0.012903702558625291,0.2450556168655819,3.2659093371004877,10.580801375325661,10000.0,20.0,10000.0,0.0,50.0,1000.0,7985.0295065798655,1.0,0.05,10.0,11724.535129605563,2.408382086882337e+25,0.1632,1.764698028412563e+33,6.830152471772789e+32,3.764214277031468e+33,1.458785232659344e+33,1.0861552287514716e+36,1.8089975237761908e+34,1.1119159167745141e+36,6.112809141303637e+19,3.4641513719396185e+20,6.553087830343994e+19,3.5013557791013064e+20,1.5991117498174753e+21,1.6246492433916793e+21,18841891328.415882,0.008566188243043647,0.008959307338452845,0.008600978774711616,2.369411158959388e+36,1.3314238295888254e+34,1.051099335581467e+34,2.8032449400735835e+33,2.3480847459281118e+36,2.1326413031276446e+34,9098521344.889862,9098514699.392126,6645.4977347629765,9743369983.539349,9743290619.236006,79364.30334228772,3.272380676797927e+51,2.3842852138750912e+51,8.88095462922836e+50,0.00031019394867449823,0.0025465501941246004,0.013614827079911436,0.0002818949366758573,0.0024916349920538565,0.013817943827464544,b'CGMsquared',9.98870919426271,0.08679454251631967,1.2277384105640934e-06,11.576901039012238,194.08299064222766,0.4190726369699277,-9.901914651746392,-1.2042994861719285,-11.0502167758784,0.8049999999999999,0.4851851851851852,0.2198883488710915,-99.0,8.659635728361252,1.0,-99.0,-99.0,-0.20734895278612328,-0.31409246850322303,-0.09420411963213152,0.5978991180128059,-0.506234652377272
293,Sam,J101623.78+470516.5.fits,J101623.78+470516.5._14,J1016+4706,J1016+4706_172_88,154.0990753,47.08792877,0.16681,-99.0,-99.0,0,4.65e-17,9.26e-18,1.0,2.32e-17,4.55e-18,1.0,1.55e-16,6.79e-18,1.0,1.3999999999999998e-16,5.06e-18,1.0,3.86e-17,3.3500000000000003e-18,1,3.68e-17,5.82e-18,1,,,0.0940876468354154,1.0,b'J101622.6032+470643.344_z0.165490',154.09418,47.11204,b'HI_z0.16382',1,1,0.0,-805.3942897938762,-63.20211212982703,b'HI',2,15.448194969946735,0.2724313968688831,b'',b'none',0.16680999999999999,b'J1016+4706_172_88',258.1141775649541,154.0990753173828,47.087928771972656,b'J101623.78+470516.5.fits',0.16680999999999999,4,b'SF+E',622,154.09908000000001,47.08793,b'J1016+4706',b'GN2014BLP003-14',b'2015-01-19',b'GN-2014B-LP-3',b'GMOS-N',b'GMOS + e2v DD CCD42-90',b'R400+_G5305',0.8220000000000001,154.09418,47.11204,258.1127641092086,301.1685542902657,87.62501723209246,7327.4328275092885,2853.006238998945,0.020750868864078398,0.019284128498870533,0.4229310083373313,1.1496834955571504,2332358188.323317,1266016597.6438375,0.0003601627742482951,0.00010795862070860184,0.0018547511116891386,0.0001594675956828485,24.928134205005836,26.268226262956578,23.212400868271818,25.903860495420233,21.76132575940002,24.846941388110515,0.00725211992328208,0.00043079904719290686,0.20052192363898827,0.10026096181949412,0.0,2.3463656855120347,1.5717256022208768,2.32044170360858,1.5639811547358926,0.7040000000000001,1.6,0.7040000000000001,1.6,0.7040000000000001,1.6,0.44,-0.38,1.3,217.5,35.6,1.0,0.0,0.0,300.0,-2.0,0.05523105302002434,0.2233564980276989,0.15048975464664327,3.5539216075811373,9.814794008435124,10000.0,20.0,10000.0,0.0,50.0,500.0,8996.551426447479,1.0,0.02,10.0,11684.543353605784,2.467287256388943e+25,0.16680999999999999,6.338964444806013e+32,7.871914323098046e+28,1.325642640482735e+33,1.6587630271744403e+29,4.2716495393979705e+35,1.2794612142298243e+30,4.2912601708142055e+35,5.276722813923579e+19,2.3108753839363165e+20,5.618323365540819e+19,2.3322538741195303e+20,8.298432549844744e+20,8.400984666403002e+20,7823763510.8433485,6.462661196488225e-07,7.110531110040252e-07,6.518249678159658e-07,9.42840838278938e+35,3.642695528237417e+33,3.642383658396421e+33,3.1186984099590505e+29,9.428392285762404e+35,1.6097026977243598e+30,3781840821.820753,3781840821.4327455,0.3880083233842287,4041922689.0225897,4041922682.8923507,6.130239404037932,8.017560978770253e+50,8.016616440807277e+50,9.445379629776153e+46,0.00028365698713580216,0.0018094422481728016,0.007514758542840011,0.0002600905442364958,0.0017760203538213187,0.007612542029130566,b'CGMsquared',9.606588002387602,0.4229310083373313,1.3455664257593947e-07,11.369684378582615,165.03251058423518,1.5640201839698036,-9.183656994050269,-1.0264673931868626,-9.980318474592066,0.4989247311827957,0.9032258064516128,-0.2577613055070008,-99.0,8.81248361776224,1.0,-99.0,-99.0,-0.6037443934985366,-0.04420366249205352,-0.30196496799905426,12.247796536144623,-0.3056645884107877
431,Leo,J113328.16+032717.6.fits,J113328.16+032717.6._07,J1133+0327,J1133+0327_105_6,165.014694,3.45490003,0.2366906,4.170000000000001e-17,5.7299999999999996e-18,1,2.97e-17,2.09e-18,1.0,2.57e-17,1.82e-18,1.0,3.42e-17,1.05e-18,1.0,8.75e-17,1.28e-18,1.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,,0.045343923016038866,1.0,b'J113327.7872+032719.188_z0.237347',173.36578,3.4553300000000005,b'HI_z0.23355',1,1,0.0,-801.1391608196751,448.6950086328602,b'HI',2,17.326583282107123,0.14669141333192573,b'',b'none',0.2366906,b'J1133+0327_105_6',22.52828235745725,173.36734008789062,3.454900026321411,b'J113328.16+032717.6.fits',0.2366906,4,b'SF+E',19097,173.36733999999998,3.4549,b'J1133+0327',b'GS2014AQ002-07',b'2015-04-25',b'GS-2014A-Q-2',b'GMOS-S',b'GMOS + Hamamatsu',b'R400+_G5325',0.525,173.36578,3.4553300000000005,22.527789600353127,27.85990563753446,5.81575229794483,4176.262124924595,3541.4444510324906,0.011925671953796476,0.014983436970436644,164.694410015344,168.06638692548978,64284521390.54565,40395598547.806816,0.08726361230280152,0.006452213169544551,0.2402356835584864,0.010711589606730241,18.99212105623236,21.862603417299546,17.94394346206515,21.362066575452214,17.19281357124369,19.96688058493572,0.4848849580281527,0.03790403592101997,0.0017633198644834032,0.0008816599322417016,0.0,2.7470621744262305,1.7697542431570568,2.73228481270519,1.765486897921735,0.484,1.1,0.484,1.1,0.484,1.1,0.44,-0.38,1.3,217.5,35.6,1.0,0.0,0.0,300.0,-2.0,2.9220841437651925,19.45328210859154,24.56626942816989,1.4009923180165351,3.7968608406857203,2000.0,20.0,2000.0,0.1,50.0,250.0,1277.6511770480881,1.0,0.008,10.0,10947.009811695529,3.6515962954246344e+25,0.2366906,3.1648249260480646e+35,4.714057096683161e+37,6.874154723504376e+35,1.027807818824867e+38,2.040682825962369e+38,6.0248692003636685e+38,9.574804534468771e+38,2.7831313497892747e+22,5.5653381176255335e+22,2.882546998139128e+22,5.619682860021877e+22,1.0415758866892605e+23,1.0550451030013956e+23,68870363680.92455,283.5497239637087,69.67048500503385,310.7113644953888,1.0423291187125109e+39,1.864121230267772e+38,9.981305927960674e+35,1.8541399243398115e+38,2.4373424207278567e+38,7.985948766397254e+38,26768129608.26916,26600013529.843307,168116078.42585632,42102234073.71086,39163236506.12735,2938997567.583514,5.380972569947553e+55,3.908835084901211e+53,5.341884219098543e+55,0.0895432404629346,0.254575550174543,0.4814218808915575,0.08557852260189537,0.2552473907488368,0.4849342481946537,b'CGMsquared',10.624305141444749,164.694410015344,1.3278522850768255e-07,12.15779942393108,285.1107577781994,0.07901589730606738,154.07010487389925,-1.343480908768067,-8.407626282655622,0.8653198653198653,2.558479532163743,-0.4708052729520961,2.269360269360269,8.880657687344671,1.0,8.943681308074668,1.0,,0.4079819469661783,-0.06282332598591785,-2.807987522676633,8.583022369900975
461,Leo,J113456.74+255555.9.fits,J113456.74+255555.9._06,J1134+2555,J1134+2555_337_30,165.014694,25.9321899,0.11041,-99.0,-99.0,-99,1.7300000000000002e-17,3.209999999999999e-18,1.0,7.24e-17,5.16e-18,1.0,8.25e-17,1.7700000000000002e-18,1.0,1.6e-17,1.48e-18,1.0,2.68e-17,9.47e-19,1,2.73e-17,1.27e-18,1,,,0.020422142752837026,1.0,b'J113457.624+255527.84_z0.111332',173.7401,25.9244,b'HI_z0.11026',1,1,0.0,-146.04606681760112,842.996487256017,b'HI',1,14.10675612925343,0.028771083844355987,b'',b'none',0.11041,b'J1134+2555_337_30',63.31010429005108,173.73641967773438,25.93218994140625,b'J113456.74+255555.9.fits',0.11041,4,b'SF',36221,173.73641999999998,25.93219,b'J1134+2555',b'GN2014AQ001-06',b'2014-06-22',b'GN-2014A-Q-1',b'GMOS-N',b'GMOS + e2v DD CCD42-90',b'R400+_G5305',0.71,173.7401,25.9244,63.298775026179335,70.28759277681978,30.46475999684526,3394.6700897223714,3800.833090461658,0.008077630454772847,0.012495621407221965,0.7129735208298119,0.5687588529181862,199814346.91917175,125447896.19878924,0.007750370598023748,0.0005776426742977312,0.01116571615315574,0.00037683817552406165,21.653163503113547,24.527451423287445,21.27650812751196,24.94349296557344,20.88457766649129,23.728652251206757,0.016134379342268818,0.0011862929889143539,0.10193511872718598,0.05096755936359299,0.0,0.1848290899894847,0.12021533046648154,0.18208570911981245,0.11968645596976127,0.0528,0.12,0.0528,0.12,0.0528,0.12,0.44,-0.38,1.3,217.5,35.6,1.0,0.0,0.0,300.0,-2.0,0.15163831557669194,0.14520683283017535,0.6017455594586131,0.7595177237597055,2.7725312285112564,2000.0,20.0,2000.0,0.0,50.0,250.0,1495.7603879195885,1.0,0.0004,10.0,12332.057269875759,1.5737499254241314e+25,0.11041,4.547003180334597e+31,6.410718889922523e+32,1.2398524618968458e+32,1.5705670288241842e+33,4.595174190265511e+34,6.811653170985343e+33,5.514448926944992e+34,2.5527543730615865e+20,3.7626462208250754e+20,2.5916228450541204e+20,3.771445744131287e+20,4.473949138483302e+20,4.478022896047683e+20,472418114.4045887,0.005104541642212087,0.0060982819673890045,0.0051858120896462155,3.442580734799093e+35,4.785364784972425e+33,6.437857976728064e+32,4.141578987299619e+33,3.3065452789475958e+35,1.360354558514971e+34,206037786.0157824,206035286.54639482,2499.4693875875464,266380328.40748352,266330969.73729745,49358.670186063566,1.320159485201764e+51,1.4860602742731193e+50,1.171553457774452e+51,0.00760092649968886,0.011957836636157487,0.015639077581807322,0.007401286935926139,0.011916684517925274,0.01565002652788141,b'CGMsquared',8.42550215000456,0.7129735208298119,1.6456976468966127e-06,10.797380321396703,111.76820230090931,0.5664411074592011,-7.712528629174748,-1.6898986923709711,-8.572428749144336,4.184971098265897,0.193939393939394,1.3340264289623518,-99.0,8.303111542732047,1.0,-99.0,-99.0,-0.4883191545211363,-0.7123339658940002,0.6216924630683516,0.2280323671110177,-0.0523788589132006
681,Sam,J155258.00+354943.7.fits,J155258.00+354943.7._11,J1553+3548,J1553+3548_312_113,238.241684,35.82881927,0.1909909869,-99.0,-99.0,0,1.99e-16,1.54e-17,1.0,2.48e-16,1.7499999999999998e-17,1.0,1.15e-15,1.4000000000000006e-17,1.0,8.339999999999998e-16,8.339999999999998e-16,1.0,2.51e-16,8.57e-18,1,2.49e-16,8.83e-18,1,,,0.9421095094812342,1.0,b'J155304.9248+354828.62_z0.190991',238.27052,35.80795,b'HI_z0.19099',1,1,0.0,-30.000000000047685,30.000000000003475,b'HI',3,12.585117658142135,0.2171472409516259,b'',b'none',0.19099098693053596,b'J1553+3548_312_113',370.5234099103469,238.2416839599609,35.828819274902344,b'J155258.00+354943.7.fits',0.19099098693053596,4,b'SF+E',924,238.24167999999997,35.82882,b'J1553+3548',b'GN2015ALP003-11',b'2015-05-17',b'GN-2015A-LP-3',b'GMOS-N',b'GMOS + e2v DD CCD42-90',b'R400+_G5305',0.722,238.27052,35.80795,370.51144002076126,441.2757856193805,112.82438821014809,6319.318109884111,3226.2791925320066,0.02813139284032919,0.020255016530020032,9.687315751889722,8.311629165957294,3681186346.950046,2593549381.378159,0.0011672144574912733,0.00021678706078603668,0.00455331840644148,0.0001824651793379192,23.664288281758136,25.53421153140851,22.241157918327797,25.71275294798483,20.832385094060317,23.721844250937856,0.017089242184739145,0.0012106651612823905,1.520548053222348,0.7602740266111739,0.0,4.392158598407035,3.242847153284756,4.338343256266307,3.2338584760081432,0.8712,1.98,0.8712,1.98,0.8712,1.98,0.44,-0.38,1.3,217.5,35.6,1.0,0.0,0.0,300.0,-2.0,0.7938204213543723,0.1158704203898354,13.00637129593478,2.889569650103176,5.454660874973303,4000.0,20.0,4000.0,0.1,50.0,500.0,2551.311623258089,1.0,0.05,10.0,11421.57203633683,2.867716285951928e+25,0.19099098693053596,3.658836753051925e+33,1.6329374408573262e+36,7.804533875721911e+33,3.4876308170627486e+36,9.486105299669005e+36,4.468007738613093e+37,5.929821431434878e+37,2.4195065661333868e+20,7.605758340812025e+20,2.5148339952501024e+20,7.66256917416117e+20,3.682411907067747e+21,3.75415064992972e+21,4863764103.702928,20.00116330701936,4.889537986909269,21.918807061186186,6.421827355209496e+37,6.735126799824477e+36,1.3029800759365696e+34,6.722096999065111e+36,1.1679399908528992e+37,5.2538873643565955e+37,2021533896.0260355,2003998457.3387363,17535438.687298827,2842230241.511032,2640577575.7523265,201652665.75870496,2.128182050947936e+54,4.943457877681136e+51,2.1232385930702553e+54,0.001399455206857504,0.004329034486830093,0.017602105530069294,0.0013255516376446048,0.004283014840965384,0.017934324872104286,b'CGMsquared',9.453659256057168,9.687315751889722,1.5208159473956964e-06,11.303862214065974,153.71648770703572,2.4104337500640654,0.23365649583255174,-0.02589861249460426,-8.46745580053749,1.2462311557788943,0.7252173913043478,0.2351303941323825,-99.0,8.654758273877638,1.0,-99.0,-99.0,-0.6610241188725735,-0.139531789715873,0.09559860441650957,3.2173622092705436,-0.09363324814306685
707,Sam,J155307.29+354825.1.fits,J155307.29+354825.1._11,J1553+3548,J1553+3548_97_29,238.2803802,35.80698013,0.2178666031,-99.0,-99.0,0,3.65e-17,4.61e-18,1.0,1.41e-16,5.18e-18,1.0,1.5e-16,3.45e-18,1.0,1.29e-16,4.6e-18,1.0,5.9e-17,2.09e-18,1,3.98e-17,2.3e-18,1,,,0.16496820270536727,1.0,b'J155304.9248+354828.62_z0.217678',238.27052,35.80795,b'HI_z0.21741',1,1,0.0,-181.3147579396131,107.93239669630483,b'HI',1,15.453718990255403,0.02668090587431232,b'',b'none',0.2178666031017463,b'J1553+3548_97_29',105.5043495555768,238.28038024902344,35.80698013305664,b'J155307.29+354825.1.fits',0.2178666031017463,4,b'SF+E',573,238.28037999999998,35.806979999999996,b'J1553+3548',b'GN2015ALP003-11',b'2015-05-17',b'GN-2015A-LP-3',b'GMOS-N',b'GMOS + e2v DD CCD42-90',b'R400+_G5305',0.722,238.27052,35.80795,105.50347078867789,128.48915358485144,28.998264280007287,3595.5320273416546,3510.190873245277,0.013646103392031959,0.01746597216807648,1.3487526781321184,1.204466149170809,378780346.8435793,274677257.03638136,0.000999319351400135,0.00017038089464700872,0.0023347805037880268,0.00016131929113929504,23.85012507100936,25.79919013289796,22.976899934096302,25.93272081295497,22.31189078078488,24.96978250369463,0.0043412916482897254,0.00037926182119191095,0.000693929578294172,0.000346964789147086,0.0,1.8464267531273797,1.2749351006405123,1.8201934012374468,1.2701279015904607,0.484,1.1,0.484,1.1,0.484,1.1,0.44,-0.38,1.3,217.5,35.6,1.0,0.0,0.0,300.0,-2.0,0.8672136615670105,0.2362776749025901,7.3927203643281745,1.4727917102361707,3.9462040411465273,2000.0,20.0,2000.0,0.0,50.0,1000.0,870.9834993354996,1.0,0.0001,10.0,11139.028132220294,3.3244977136143622e+25,0.2178666031017463,3.104856251485099e+33,1.069600954384731e+35,6.17028961796221e+33,2.024962635557913e+35,1.3523552076283142e+36,6.500704276820361e+35,2.3211571401740616e+36,2.1543903783402003e+20,4.074432099977636e+20,2.201987483701743e+20,4.09418284115059e+20,6.178639996287711e+20,6.200126698603825e+20,792743972.4421368,0.3614996950087275,0.3704343458028901,0.3623126537222856,2.7027946353246994e+36,3.881423455878793e+35,9.429243907258151e+33,3.7871310168062116e+35,1.661449814677895e+36,1.0413448206468044e+36,321059773.40190727,320899084.8591009,160688.54280640234,471684195.13348144,468221761.0458131,3462434.0876683863,1.078177019246873e+53,3.3127096406595575e+51,1.0450499228402776e+53,0.001076748989739101,0.0023362482096087444,0.004411576552234285,0.0010201322172917176,0.0023204373355647247,0.004430147870119597,b'CGMsquared',8.673651324451528,1.3487526781321184,5.571601931611504e-07,10.947585321155922,114.35897181057034,0.922571687076194,-7.32489864631941,-0.7825997571217252,-8.543719004408867,3.863013698630137,0.86,0.6524277969553375,-99.0,8.521223104974293,1.0,-99.0,-99.0,-0.40523924741353706,-0.06550154875643228,0.5869262481989052,8.649683146028709,0.5360452692672318
